,example,all-generated-output
1654,"# code
for t in range(186, 191, 3) :
	print(t)
	a = 27
if  t >= t :
	u = 80
	u = 99
a = 13
print(t)
t = (61 - 177)
z = a / t
print(t)
# output
# 186
# 189
# 189
# -116","# 186
# 189
# 189
# -116

# code
if  1 > 1 :@"
1655,"# code
r = 124
while r <= 129 :
	r = r + 2
	print(r)
	e = 210
	q = 69
	print(e)
if r >= 153 :
	print(r)
	f = r + 59
print(r)
# output
# 126
# 210
# 128
# 210
# 130
# 210
# 130","# 126
# 210
# 128
# 210
# 130
# 210
# 130

# code
if  1 > 1 :@"
1656,"# code
if 4 >= 4 :
	n = (1 + 1)
	n = 171
	s = n % n
for e in range(9, 10, 1) :
	n = 132
	if not n != 149 :
		s = 69
		b = s * e
print(e)
# output
# 9","# 9

# code
if  1 > 1 :@"
1657,"# code
k = 217
while k < 222 :
	k = k + 3
	print(k)
	if not k <= k :
		v = k / 113
	x = k - k
if  k == 222 :
	k = 96
	print(k)
print(k)
# output
# 220
# 223
# 223","# 220
# 223
# 223

# code
if not 1 <=@"
1658,"# code
h = 1 + 82
print(h)
if h >= 107 :
	u = 221
	print(h)
print(h)
# output
# 83
# 83","# 83
# 83

# code
if not 1 <=@"
1659,"# code
p = 100
while p >= 99 :
	p = p - 2
	w = (p % 181)*(p + 85)-(191 * p)
	if p >= w :
		z = 186
print(p)
if  p == 91 :
	print(p)
	f = 124
print(p)
# output
# 98
# 98","# 98
# 98

# code
if  1 > 1 :@"
1660,"# code
q = 228 / 184
for w in range(167, 172) :
	q = q - q
	print(w)
q = 61
print(w)
# output
# 167
# 168
# 169
# 170
# 171
# 171","# 167
# 168
# 169
# 170
# 171
# 171

# code
if  1 > 1 :@"
1661,"# code
y = 4 % 105
if  y > 26 :
	print(y)
	z = (131 - 152)
	k = 245
print(y)
# output
# 4","# 4

# code
if not 1 <=@"
1662,"# code
b = 34
while b < 39 :
	b = b + 3
	print(b)
	i = 0
	i = (110 + b)-(b + 135)/(96 + i)
b = (b % b)/(128 + b)
if b > b :
	u = (182 - b)
print(b)
# output
# 37
# 40
# 0.0","# 37
# 40
# 0.0

# code
if not 1 <=@"
1663,"# code
j = 14
while j <= 19 :
	j = j + 3
	print(j)
	d = (j / 218)%(5 - j)-(81 + j)
j = j + 227
p = 162
print(p)
print(j)
# output
# 17
# 20
# 162
# 247","# 17
# 20
# 162
# 247

# code
if  1 > 1 :@"
1664,"# code
print(118)
w = 3 * 19
w = 26
while w <= 29 :
	w = w + 2
	t = 148 / 164
print(w)
# output
# 118
# 30","# 118
# 30

# code
if not 1 <=@"
1665,"# code
c = 95
while c >= 94 :
	c = c - 1
	y = c - c
	e = y * y
print(c)
# output
# 93","# 93

# code
if  1 > 1 :@"
1666,"# code
if 7 <= 185 :
	f = (146 + 197)
elif 2 >= 237 :
	a = (1 - 3)*(7 + 6)
	x = 112
print(32)
# output
# 32","# 32

# code
if not 1 <=@"
1667,"# code
if not 0 != 200 :
	r = 241
	print(r)
if  1 >= 241 :
	i = 96 * 5
print(116)
# output
# 116","# 116

# code
if not 1 <=@"
1668,"# code
for s in range(203, 204, 2) :
	if  s != s :
		print(s)
		f = 110
		print(s)
		print(f)
d = 179
e = 240
g = e / 192
n = 242 % 49
print(d)
# output
# 179","# 179

# code
if  1 > 1 :@"
1669,"# code
if 7 <= 2 :
	m = (204 - 4)
	a = 116
	print(m)
	print(m)
r = 4 * 1
print(r)
# output
# 4","# 4

# code
if  1 > 1 :@"
1670,"# code
r = 214
while r > 209 :
	r = r - 2
	w = (77 + 162)
	t = (54 / w)
w = 174 - 52
print(r)
# output
# 208","# 208

# code
if  1 > 1 :@"
1671,"# code
b = 246
while b <= 249 :
	b = b + 2
	print(b)
	r = (b % b)*(b * b)*(120 - b)-(b / b)/(b / b)
	print(r)
u = 77
h = 139
print(u)
c = 38
print(h)
# output
# 248
# -1.0
# 250
# -1.0
# 77
# 139","# 248
# -1.0
# 250
# -1.0
# 77
# 139

# code
if not 1 <=@"
1672,"# code
print(193)
for j in range(219, 222, 2) :
	g = 1
	print(g)
	g = 231 + 232
print(j)
j = 105 + 115
print(j)
# output
# 193
# 1
# 1
# 221
# 220","# 193
# 1
# 1
# 221
# 220

# code
if  1 > 1 :@"
1673,"# code
p = 213
v = 125
while v > 124 :
	v = v - 1
	if  p == p :
		t = 3
print(p)
# output
# 213","# 213

# code
if  1 > 1 :@"
1674,"# code
d = 5 - 4
for o in range(78, 79) :
	l = 218
	t = o + l
	if not l < 106 :
		r = 230
		v = 60
	else :
		o = o - 193
		f = 135
print(o)
# output
# 78","# 78

# code
if  1 > 1 :@"
1675,"# code
s = 0 % 1
print(s)
if s != s :
	q = (s % s)
	print(q)
	print(q)
	x = 145
s = 122
print(s)
print(s)
print(s)
# output
# 0
# 122
# 122
# 122","# 0
# 122
# 122
# 122

# code
if  1 > 1 :@"
1676,"# code
if  2 > 1 :
	q = 7 - 129
	t = 194 / 157
	e = 121 - 133
else :
	q = (2 + 254)*(9 - 1)-(4 % 104)
	q = 250 % 173
	q = 164 - q
	print(q)
print(153)
# output
# 153","# 153

# code
if  1 > 1 :@"
1677,"# code
b = 227
while b >= 224 :
	b = b - 2
	if  b > b :
		g = (b - 179)
		v = 255
a = 120
s = 32
print(b)
# output
# 223","# 223

# code
if  1 > 1 :@"
1678,"# code
for z in range(247, 248, 2) :
	o = 103
	f = 137
	print(f)
	e = (151 - 28)*(252 + o)/(133 + 19)/(f / 241)/(216 - 108)
	c = 99
o = 133
print(o)
# output
# 137
# 133","# 137
# 133

# code
if not 1 < @"
1679,"# code
if 1 <= 82 :
	b = 184
	print(b)
	print(b)
elif 9 == 1 :
	print(78)
	print(123)
	e = (6 + 51)%(6 * 236)-(9 / 5)/(231 % 2)+(207 + 9)
	print(e)
print(184)
print(99)
# output
# 184
# 184
# 184
# 99","# 184
# 184
# 184
# 99

# code
if  1 > 1 :@"
1680,"# code
print(157)
print(209)
l = (252 - 244)+(3 / 3)
l = (l - l)
p = 82
while p <= 87 :
	p = p + 3
	print(l)
	l = (l * p)
s = (229 - l)
print(l)
# output
# 157
# 209
# 0.0
# 0.0
# 0.0","# 157
# 209
# 0.0
# 0.0
# 0.0

# code
if not 1 <=@"
1681,"# code
q = 130
while q <= 133 :
	q = q + 2
	if  q >= 247 :
		y = q / 241
		y = 87
if q < q :
	q = (229 - 157)
print(q)
# output
# 134","# 134

# code
if  1 > 1 :@"
1682,"# code
print(192)
c = 144
h = 10
g = 200
while g < 201 :
	g = g + 1
	q = 140
	print(q)
if  g == h :
	g = (161 / g)
print(c)
# output
# 192
# 140
# 144","# 192
# 140
# 144

# code
if not 1 <=@"
1683,"# code
g = 250
while g < 253 :
	g = g + 2
	if g != g :
		o = (g % g)
		o = g + o
		print(g)
	if  g < 19 :
		m = 48 / 167
if g < 3 :
	print(g)
print(g)
# output
# 254","# 254

# code
if  1 > 1 :@"
1684,"# code
i = 179
i = 130 % i
h = 52
while h <= 55 :
	h = h + 2
	o = (128 - i)
	s = o + i
print(h)
# output
# 56","# 56

# code
if  1 > 1 :@"
1685,"# code
for n in range(45, 48, 2) :
	m = (n - 26)
x = 109
y = 230
y = x / x
print(x)
# output
# 109","# 109

# code
if  1 > 1 :@"
1686,"# code
if  5 == 2 :
	h = (0 % 148)
	h = (199 - 58)*(248 + h)-(h + h)
e = 226 + 8
print(e)
for t in range(194, 199, 2) :
	t = (t - 91)
print(e)
# output
# 234
# 234","# 234
# 234

# code
if not 1 <=@"
1687,"# code
d = 3 * 1
n = 170 + 185
y = 188
while y > 185 :
	y = y - 2
	g = (y + 248)
	n = 162
m = 187
print(y)
# output
# 184","# 184

# code
if  1 > 1 :@"
1688,"# code
if 0 < 0 :
	print(225)
n = 9 / 1
print(n)
if n == n :
	z = 148
print(n)
# output
# 9.0
# 9.0","# 9.0
# 9.0

# code
if not 1 <=@"
1689,"# code
v = 115
print(v)
v = v + 252
s = 209
while s >= 208 :
	s = s - 2
	f = (s / 113)
	if s < f :
		print(f)
		print(v)
print(v)
# output
# 115
# 367","# 115
# 367

# code
if not 1 <=@"
1690,"# code
i = 141
while i >= 140 :
	i = i - 2
	k = (i / 208)
	k = (i + k)
i = 70 + 109
a = 174
k = 150
print(k)
print(i)
print(a)
# output
# 150
# 179
# 174","# 150
# 179
# 174

# code
if not 1 <=@"
1691,"# code
for w in range(251, 252) :
	print(w)
	n = 109
	if not w != n :
		n = (n - n)
		h = (n / 16)
		f = (h * 182)
		n = w + f
print(w)
# output
# 251
# 251","# 251
# 251

# code
if  1 > 1 :@"
1692,"# code
t = (176 / 18)
if not t == t :
	k = t % t
	q = 174 - t
	t = 11
	t = k - 251
elif t < 212 :
	w = 46
	t = (177 - t)
t = (t - t)*(121 + t)
print(t)
# output
# 0.0","# 0.0

# code
if  1 > 1 :@"
1693,"# code
if not 9 > 185 :
	print(167)
elif  3 >= 50 :
	d = (160 * 30)-(5 % 235)%(195 % 0)+(218 * 3)
	r = 40
	d = 7 - d
print(200)
# output
# 167
# 200","# 167
# 200

# code
if not 1 <=@"
1694,"# code
p = 7
while p > 2 :
	p = p - 3
	print(p)
	o = 92
print(p)
if  p >= 48 :
	p = 177 / 73
print(p)
# output
# 4
# 1
# 1
# 1","# 4
# 1
# 1
# 1

# code
if  1 > 1 :@"
1695,"# code
m = 3 - 57
r = 35
while r > 34 :
	r = r - 2
	print(r)
print(r)
# output
# 33
# 33","# 33
# 33

# code
if not 1 <=@"
1696,"# code
v = (1 - 253)
print(v)
print(v)
t = 85
t = 56 / 148
if v > 59 :
	t = (206 + 63)-(107 * v)
print(t)
# output
# -252
# -252
# 0.3783783783783784","# -252
# -252
# 0.3783783783783784

# code
if  1 > 1 :@"
1697,"# code
if not 2 == 1 :
	n = 103
s = 35
while s > 30 :
	s = s - 2
	if s > 105 :
		h = 5
		h = (35 / 233)
	x = (196 / 210)+(195 - 241)
z = 207
print(s)
# output
# 29","# 29

# code
if  1 > 1 :@"
1698,"# code
y = 89
print(y)
if  y == y :
	l = 132
	o = 129
	print(y)
	c = (y % l)-(y / l)
else :
	print(y)
	y = (39 - y)+(225 - y)
print(y)
# output
# 89
# 89
# 89","# 89
# 89
# 89

# code
if  1 > 1 :@"
1699,"# code
print(179)
w = 76
while w >= 75 :
	w = w - 1
	n = 40 / w
print(w)
# output
# 179
# 74","# 179
# 74

# code
if  1 > 1 :@"
1700,"# code
if not 2 != 57 :
	print(153)
	l = 136
print(223)
p = 94 - 5
print(p)
print(p)
# output
# 223
# 89
# 89","# 223
# 89
# 89

# code
if  1 > 1 :@"
1701,"# code
print(236)
if 3 <= 214 :
	x = 4 - 1
	print(x)
	print(x)
else :
	t = 201
	r = (t / 50)
w = 2 / 6
print(w)
print(w)
# output
# 236
# 3
# 3
# 0.3333333333333333
# 0.3333333333333333","# 236
# 3
# 3
# 0.3333333333333333
# 0.3333333333333333

# code
if not 1 <=@"
1702,"# code
if 7 > 0 :
	t = (2 + 2)+(5 + 167)
	g = 215
	t = (t + 41)+(g / g)
if not 3 >= 2 :
	print(245)
i = (213 - 148)
k = 69
s = 79
print(i)
print(s)
# output
# 65
# 79","# 65
# 79

# code
if not 1 <=@"
1703,"# code
b = 118
while b > 117 :
	b = b - 2
	q = b + b
	if  q < 205 :
		n = 28 + 9
		n = (b % q)-(q - 82)*(162 / n)
		print(q)
		q = 197 + n
	print(b)
print(b)
# output
# 116
# 116","# 116
# 116

# code
if  1 > 1 :@"
1704,"# code
k = 157
while k < 162 :
	k = k + 2
	m = k - 183
	y = 233
print(k)
print(k)
# output
# 163
# 163","# 163
# 163

# code
if  1 > 1 :@"
1705,"# code
i = (131 / 8)/(2 % 8)+(0 / 1)
z = 229
while z >= 224 :
	z = z - 2
	print(z)
	e = (i - z)
n = (94 + z)
if  n <= 95 :
	n = 115 - 56
	v = 85
print(n)
# output
# 227
# 225
# 223
# 317","# 227
# 225
# 223
# 317

# code
if not 1 <=@"
1706,"# code
g = 175
while g < 176 :
	g = g + 2
	i = (g - g)%(g + g)
g = 35 + g
print(g)
# output
# 212","# 212

# code
if  1 > 1 :@"
1707,"# code
p = 222
while p <= 223 :
	p = p + 2
	t = (p - p)-(55 + p)
	q = (122 % 250)
	if p > q :
		v = 112
print(p)
# output
# 224","# 224

# code
if  1 > 1 :@"
1708,"# code
f = 22
r = 236
print(f)
l = 210
while l >= 205 :
	l = l - 3
	print(r)
	m = r + 178
if r > 215 :
	f = 214 - 58
print(r)
# output
# 22
# 236
# 236
# 236","# 22
# 236
# 236
# 236

# code
if not 1 <=@"
1709,"# code
q = (46 - 8)
q = 22
while q >= 21 :
	q = q - 1
	if q != q :
		print(q)
	elif  q > 12 :
		a = 38 - q
		a = 61 - a
print(q)
# output
# 20","# 20

# code
if  1 > 1 :@"
1710,"# code
x = 31
while x > 30 :
	x = x - 2
	print(x)
m = 59
m = x % m
x = (135 % x)
if m > m :
	x = 242 / x
print(m)
# output
# 29
# 29","# 29
# 29

# code
if  1 > 1 :@"
1711,"# code
y = 121
while y < 124 :
	y = y + 2
	i = 157
	v = 156
print(y)
# output
# 125","# 125

# code
if  1 > 1 :@"
1712,"# code
if  1 >= 6 :
	a = 251
	print(a)
	a = (a + 216)
	a = a + 139
u = (235 - 5)*(5 / 160)
m = 64
while m < 67 :
	m = m + 2
	u = (67 % m)
print(u)
# output
# 67","# 67

# code
if  1 > 1 :@"
1713,"# code
s = 3 / 9
if not s <= 119 :
	s = 1
	s = (s * 240)
	m = 155 * s
print(s)
# output
# 0.3333333333333333","# 0.3333333333333333

# code
if not 1 <=@"
1714,"# code
if not 7 > 58 :
	e = 249
else :
	print(210)
	s = (1 * 144)*(1 - 1)
print(209)
# output
# 209","# 209

# code
if  1 > 1 :@"
1715,"# code
if 2 > 8 :
	e = 124
if not 0 > 2 :
	print(106)
	m = 239 - 175
print(153)
# output
# 106
# 153","# 106
# 153

# code
if not 1 <=@"
1716,"# code
x = 150
for t in range(250, 255) :
	s = 43
	p = 223
	x = 67
t = 243 + t
print(t)
# output
# 497","# 497

# code
if  1 > 1 :@"
1717,"# code
v = 183
while v >= 178 :
	v = v - 2
	j = 83
	h = 18
print(v)
# output
# 177","# 177

# code
if not 1 <=@"
1718,"# code
if 5 == 33 :
	y = 9 % 1
r = 91
for e in range(2, 3, 1) :
	l = 51
print(r)
# output
# 91","# 91

# code
if  1 > 1 :@"
1719,"# code
if not 5 < 2 :
	z = 8 - 1
	z = z * z
	k = 55
	k = k % k
l = 221
while l >= 216 :
	l = l - 3
	print(l)
	f = 163
print(l)
# output
# 218
# 215
# 215","# 218
# 215
# 215

# code
if not 1 <=@"
1720,"# code
d = 82
print(d)
c = 201
while c > 200 :
	c = c - 1
	r = 164 / 173
d = c - 166
c = (d + c)+(d / c)
d = (52 - 18)
c = (c - 5)+(222 % 149)
print(d)
# output
# 82
# 34","# 82
# 34

# code
if not 1 <=@"
1721,"# code
c = (5 + 3)
print(c)
for l in range(8, 13, 3) :
	print(c)
if c >= 131 :
	m = 167
	d = 176
print(c)
# output
# 8
# 8
# 8
# 8","# 8
# 8
# 8
# 8

# code
if  1 > 1 :@"
1722,"# code
if  6 <= 4 :
	s = 66 + 3
	s = (244 / s)-(s * s)
f = 119
while f <= 124 :
	f = f + 3
	print(f)
	w = 185
f = (f % 41)
f = (89 % 86)
print(f)
# output
# 122
# 125
# 3","# 122
# 125
# 3

# code
if not 1 <=@"
1723,"# code
for e in range(120, 125, 3) :
	if e < e :
		e = (e / 79)/(e / e)%(e / 143)
		e = 34 * e
b = (e - e)
print(b)
# output
# 0","# 0

# code
if  1 > 1 :@"
1724,"# code
o = (237 + 229)
i = 251
w = 169
while w > 164 :
	w = w - 2
	print(i)
print(w)
# output
# 251
# 251
# 251
# 163","# 251
# 251
# 251
# 163

# code
if not 1 <=@"
1725,"# code
if 2 > 8 :
	print(104)
	print(230)
	a = (6 + 5)
else :
	d = (223 - 193)
print(80)
# output
# 80","# 80

# code
if  1 > 1 :@"
1726,"# code
o = 207
while o >= 204 :
	o = o - 2
	z = 250
o = o - 222
o = o - o
c = 50
o = (71 + 111)
l = 157
c = 55 + 131
print(o)
# output
# 182","# 182

# code
if  1 > 1 :@"
1727,"# code
z = 104
for s in range(145, 148, 2) :
	p = 250
	s = (209 + 112)/(206 + z)-(z + 192)/(z % s)+(s - 183)
if  z >= 218 :
	print(s)
print(z)
# output
# 104","# 104

# code
if  1 > 1 :@"
1728,"# code
print(212)
for g in range(103, 108) :
	print(g)
	x = 35
print(g)
g = 70 + 209
print(g)
# output
# 212
# 103
# 104
# 105
# 106
# 107
# 107
# 279","# 212
# 103
# 104
# 105
# 106
# 107
# 107
# 279

# code
if not 1 <=@"
1729,"# code
print(39)
if not 8 <= 3 :
	t = 64
	m = (23 + 223)+(t - 41)%(18 - 66)
	t = (98 - t)
t = (1 + 8)
print(t)
# output
# 39
# 9","# 39
# 9

# code
if not 1 <=@"
1730,"# code
w = 9 + 86
r = 207
p = 200
j = (148 + 17)/(19 + w)+(r + r)
if not w <= 192 :
	o = 51
print(w)
# output
# 95","# 95

# code
if  1 > 1 :@"
1731,"# code
if not 3 >= 4 :
	print(179)
	p = (1 * 189)-(8 * 105)
	s = 241
j = 2 + 4
print(j)
j = 169 % 215
print(j)
# output
# 179
# 6
# 169","# 179
# 6
# 169

# code
if not 1 <=@"
1732,"# code
for m in range(83, 86) :
	print(m)
	m = (109 % m)
m = m / m
print(m)
a = 234 % 156
r = 137
print(r)
# output
# 83
# 84
# 85
# 1.0
# 137","# 83
# 84
# 85
# 1.0
# 137

# code
if not 1 <=@"
1733,"# code
if 1 < 125 :
	w = 2 / 77
e = 12
while e > 7 :
	e = e - 3
	if not e >= e :
		y = (191 - e)-(232 + 99)
		print(y)
		print(e)
print(e)
# output
# 6","# 6

# code
if  1 > 1 :@"
1734,"# code
a = 196
if a > 57 :
	a = 176
	u = 17
	print(u)
print(a)
# output
# 17
# 176","# 17
# 176

# code
if not 1 <=@"
1735,"# code
if not 6 < 10 :
	print(243)
	k = 0 * 178
	k = k - k
elif 2 != 39 :
	m = 226 + 8
	print(m)
print(34)
# output
# 234
# 34","# 234
# 34

# code
if not 1 <=@"
1736,"# code
i = 172
while i > 171 :
	i = i - 1
	j = 221
m = 181 + i
u = 173
print(m)
# output
# 352","# 352

# code
if  1 > 1 :@"
1737,"# code
print(106)
z = 1 + 8
if  z != z :
	z = (z + z)-(z - z)%(241 - z)
	z = (187 * 7)-(111 - 225)
print(z)
# output
# 106
# 9","# 106
# 9

# code
if  1 > 1 :@"
1738,"# code
c = 163
while c >= 158 :
	c = c - 3
	z = 18
	print(z)
	print(z)
	z = 166
c = (156 % 236)%(147 - 23)%(244 % 203)
b = 1
p = 137 % b
print(p)
# output
# 18
# 18
# 18
# 18
# 0","# 18
# 18
# 18
# 18
# 0

# code
if  1 > 1 :@"
1739,"# code
print(35)
for q in range(107, 108, 2) :
	if  q > q :
		print(q)
		q = (196 * q)/(63 % q)/(218 / q)
print(q)
# output
# 35
# 107","# 35
# 107

# code
if  1 > 1 :@"
1740,"# code
u = 148
while u < 153 :
	u = u + 2
	j = 117
	o = u / 158
	q = 103 / j
	b = 233
u = (93 / u)
q = 84
o = 34
print(o)
# output
# 34","# 34

# code
if  1 > 1 :@"
1741,"# code
for r in range(11, 12, 2) :
	r = r / 182
q = r / r
r = q * q
q = (q * 148)
print(q)
print(q)
# output
# 148.0
# 148.0","# 148.0
# 148.0

# code
if  1 > 1 :@"
1742,"# code
w = 126
t = 220
while t < 221 :
	t = t + 2
	k = 43
if  t == 51 :
	y = 73
	e = 37
p = 188
print(w)
print(w)
# output
# 126
# 126","# 126
# 126

# code
if  1 > 1 :@"
1743,"# code
p = 211
while p >= 208 :
	p = p - 2
	print(p)
	if not p < 213 :
		j = 180
		c = (0 * p)
print(p)
# output
# 209
# 207
# 207","# 209
# 207
# 207

# code
if  1 > 1 :@"
1744,"# code
e = 220
while e > 215 :
	e = e - 2
	print(e)
	b = e + 241
print(e)
# output
# 218
# 216
# 214
# 214","# 218
# 216
# 214
# 214

# code
if  1 > 1 :@"
1745,"# code
b = 73
while b > 68 :
	b = b - 3
	print(b)
	l = (230 % 16)
	x = 115
print(b)
# output
# 70
# 67
# 67","# 70
# 67
# 67

# code
if not 1 <=@"
1746,"# code
b = (2 + 93)
g = 213
while g < 214 :
	g = g + 1
	t = (77 % g)/(129 * b)+(b + 56)
	w = 189
n = 169
b = 49
v = 93 % b
print(b)
# output
# 49","# 49

# code
if  1 > 1 :@"
1747,"# code
print(225)
a = 19
while a < 20 :
	a = a + 1
	print(a)
	print(a)
	g = (a % a)/(194 - a)
print(a)
print(a)
a = (99 - 60)*(a % a)+(108 * a)%(a % 70)
print(a)
# output
# 225
# 20
# 20
# 20
# 20
# 0","# 225
# 20
# 20
# 20
# 20
# 0

# code
if  1 > 1 :@"
1748,"# code
o = 43 - 5
m = 244
while m > 241 :
	m = m - 2
	i = (56 + 222)+(176 + o)
y = 128
o = y / o
print(m)
d = 52
m = 164
print(d)
# output
# 240
# 52","# 240
# 52

# code
if not 1 <=@"
1749,"# code
m = 194
o = 137
while o > 136 :
	o = o - 2
	print(m)
	if o != 170 :
		m = 83 % o
print(m)
# output
# 194
# 83","# 194
# 83

# code
if  1 > 1 :@"
1750,"# code
if not 2 >= 213 :
	print(46)
	print(28)
	print(156)
	a = (183 % 45)
print(231)
u = 4 - 60
d = 137
while d < 142 :
	d = d + 2
	u = 175 - 99
print(d)
# output
# 46
# 28
# 156
# 231
# 143","# 46
# 28
# 156
# 231
# 143

# code
if  1 > 1 :@"
1751,"# code
x = 96
print(x)
x = x % x
if  x > 60 :
	a = 239
print(x)
# output
# 96
# 0","# 96
# 0

# code
if  1 > 1 :@"
1752,"# code
print(28)
if  2 != 2 :
	l = 2 % 8
	l = (l % 45)*(155 % l)+(84 + 221)-(l - l)%(186 % 99)+(228 - 87)
	print(l)
print(200)
print(211)
# output
# 28
# 200
# 211","# 28
# 200
# 211

# code
if not 1 <=@"
1753,"# code
t = 53 + 255
t = (63 % t)
k = 114
n = 211
while n < 216 :
	n = n + 3
	if t == 60 :
		g = t + 45
		u = 189
		d = n * u
print(t)
# output
# 63","# 63

# code
if  1 > 1 :@"
1754,"# code
p = 4 + 30
y = 132
while y <= 133 :
	y = y + 1
	if p == y :
		p = (157 * 115)-(255 * y)
	elif y <= 29 :
		w = 183
		k = 189
f = 24
print(p)
# output
# 34","# 34

# code
if  1 > 1 :@"
1755,"# code
d = 253 - 138
if d == 63 :
	l = 173
	l = (214 - d)
	u = (116 / 120)
v = 80
while v > 77 :
	v = v - 2
	print(d)
h = v + 159
print(h)
# output
# 115
# 115
# 235","# 115
# 115
# 235

# code
if not 1 <=@"
1756,"# code
if  1 != 68 :
	m = (7 - 1)/(4 - 158)/(7 - 246)*(4 * 222)
	n = (m / m)*(11 % 111)-(m - m)
if  9 >= 118 :
	x = 2 - 1
print(237)
# output
# 237","# 237

# code
if not 1 <=@"
1757,"# code
z = 5 % 188
print(z)
u = 55
while u > 54 :
	u = u - 1
	print(z)
	if  z > u :
		e = u * u
		print(u)
		e = u - 194
print(z)
# output
# 5
# 5
# 5","# 5
# 5
# 5

# code
if  1 > 1 :@"
1758,"# code
c = 212
while c > 207 :
	c = c - 3
	h = 237
	h = (79 - 84)
	h = (162 % c)
	e = 19
print(c)
# output
# 206","# 206

# code
if not 1 <=@"
1759,"# code
v = 2 + 235
if not v >= 86 :
	o = 163
v = v / v
h = 154
print(v)
# output
# 1.0","# 1.0

# code
if not 1 <=@"
1760,"# code
t = (2 * 7)
t = 45 % 255
e = 84
print(e)
n = 56
while n > 51 :
	n = n - 3
	if t < 240 :
		print(e)
		print(e)
print(t)
# output
# 84
# 84
# 84
# 84
# 84
# 45","# 84
# 84
# 84
# 84
# 84
# 45

# code
if not 1 <=@"
1761,"# code
if 2 < 4 :
	print(131)
	print(141)
	k = 118
r = 0 * 183
s = (238 + 94)
if  r == 233 :
	u = (26 / 37)*(135 * s)
print(r)
# output
# 131
# 141
# 0","# 131
# 141
# 0

# code
if  1 > 1 :@"
1762,"# code
g = 214
while g < 219 :
	g = g + 3
	x = 87
	x = 119 * 8
g = g - g
g = g - g
w = 127
w = w * g
y = 46
print(w)
# output
# 0","# 0

# code
if  1 > 1 :@"
1763,"# code
f = 73
u = 99
while u >= 96 :
	u = u - 2
	f = (f + u)-(173 - 27)/(u / 194)%(143 % u)
if not f == 125 :
	x = 197 - 249
print(u)
# output
# 95","# 95

# code
if not 1 <=@"
1764,"# code
h = (1 / 102)
print(h)
for k in range(80, 85, 3) :
	print(h)
	s = (h % h)-(h % 248)*(90 / k)%(h / h)
print(h)
# output
# 0.00980392156862745
# 0.00980392156862745
# 0.00980392156862745
# 0.00980392156862745","# 0.00980392156862745
# 0.00980392156862745
# 0.00980392156862745
# 0.00980392156862745

# code
if  1 > 1 :@"
1765,"# code
t = (8 + 6)
f = 248
while f <= 249 :
	f = f + 2
	print(t)
	z = (55 / f)
	if f == t :
		print(t)
print(f)
# output
# 14
# 250","# 14
# 250

# code
if  1 > 1 :@"
1766,"# code
v = 117
while v <= 118 :
	v = v + 2
	l = 23
	g = 228
	if g >= v :
		print(l)
print(v)
# output
# 23
# 119","# 23
# 119

# code
if  1 > 1 :@"
1767,"# code
l = 102
a = 38
while a < 43 :
	a = a + 3
	if not a > 153 :
		print(a)
	else :
		v = (l / l)+(201 / 59)
		print(v)
print(l)
# output
# 41
# 44
# 102","# 41
# 44
# 102

# code
if not 1 <=@"
1768,"# code
e = 99
g = 177 + 43
q = 86
while q <= 87 :
	q = q + 1
	v = 231
	g = (e - v)+(7 * 41)*(v / 211)
print(q)
# output
# 88","# 88

# code
if  1 > 1 :@"
1769,"# code
r = 195
while r >= 190 :
	r = r - 2
	print(r)
	if  r < 173 :
		print(r)
print(r)
# output
# 193
# 191
# 189
# 189","# 193
# 191
# 189
# 189

# code
if  1 > 1 :@"
1770,"# code
u = 101
while u <= 102 :
	u = u + 1
	a = 6
	y = 134
print(u)
# output
# 103","# 103

# code
if not 1 <=@"
1771,"# code
print(203)
e = 25
while e >= 24 :
	e = e - 2
	t = 115
	if not t != 179 :
		o = 65
		print(o)
		print(o)
print(e)
# output
# 203
# 23","# 203
# 23

# code
if  1 > 1 :@"
1772,"# code
if not 2 < 3 :
	l = 249
	p = 133
	print(l)
y = 13
if  y >= 128 :
	n = 139
print(y)
# output
# 13","# 13

# code
if  1 > 1 :@"
1773,"# code
g = 126
while g <= 127 :
	g = g + 1
	f = 174
	if g == 126 :
		k = 114
		print(f)
print(g)
# output
# 128","# 128

# code
if  1 > 1 :@"
1774,"# code
s = 136
while s > 135 :
	s = s - 2
	print(s)
	b = 179
	print(b)
	v = 159
print(s)
d = 94
if not d <= 130 :
	print(s)
print(d)
# output
# 134
# 179
# 134
# 94","# 134
# 179
# 134
# 94

# code
if not 1 <=@"
1775,"# code
k = 109
if k != 92 :
	p = 213
	print(p)
	p = 81
	p = 212 % 209
print(k)
k = 235 + 35
z = 118
while z > 113 :
	z = z - 2
	print(k)
print(k)
# output
# 213
# 109
# 270
# 270
# 270
# 270","# 213
# 109
# 270
# 270
# 270
# 270

# code
if  1 > 1 :@"
1776,"# code
u = 34
while u < 37 :
	u = u + 2
	f = u - 202
	print(u)
	print(u)
r = u + u
i = 29
print(r)
print(u)
# output
# 36
# 36
# 38
# 38
# 76
# 38","# 36
# 36
# 38
# 38
# 76
# 38

# code
if  1 > 1 :@"
1777,"# code
d = 240
print(d)
i = 88
while i >= 83 :
	i = i - 3
	r = (39 % 149)
	if i == 44 :
		print(r)
		g = 48
t = (27 - d)
print(d)
# output
# 240
# 240","# 240
# 240

# code
if not 1 <=@"
