context,actual_next_token,predicted_next_token,is_correct
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27]])",31,31,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31]])",3,3,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3]])",24,24,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24]])",4,1,False
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4]])",0,0,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0]])",2,2,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2]])",1,1,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1]])",28,28,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28]])",32,32,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32]])",31,31,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31]])",29,29,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29]])",32,32,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29, 32]])",31,31,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31]])",0,0,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0]])",2,2,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2]])",1,1,True
"tensor([[24,  1, 20,  1, 15,  0, 24,  1, 20,  1, 19,  1,  7,  1, 17,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1]])",12,14,False
tensor([[22]]),1,1,True
"tensor([[22,  1]])",20,20,True
"tensor([[22,  1, 20]])",1,1,True
"tensor([[22,  1, 20,  1]])",17,12,False
"tensor([[22,  1, 20,  1, 17]])",0,0,True
"tensor([[22,  1, 20,  1, 17,  0]])",22,22,True
"tensor([[22,  1, 20,  1, 17,  0, 22]])",1,1,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1]])",20,20,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20]])",1,1,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1]])",13,22,False
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13]])",1,0,False
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1]])",9,6,False
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9]])",1,1,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1]])",22,22,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22]])",0,0,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0]])",29,29,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29]])",30,30,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30]])",26,26,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26]])",27,27,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27]])",31,31,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31]])",3,3,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3]])",22,22,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22]])",4,1,False
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4]])",0,0,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0]])",2,2,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2]])",1,1,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1]])",28,28,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28]])",32,32,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32]])",31,31,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31]])",29,29,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29]])",32,32,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32]])",31,31,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31]])",0,0,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0]])",2,2,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2]])",1,1,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1]])",10,10,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10]])",8,8,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8]])",14,14,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14]])",12,12,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12]])",18,18,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18]])",15,15,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15]])",17,17,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17]])",11,11,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11]])",14,14,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11, 14]])",12,12,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11, 14, 12]])",18,18,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11, 14, 12, 18]])",15,15,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11, 14, 12, 18, 15]])",17,17,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11, 14, 12, 18, 15, 17]])",11,11,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11, 14, 12, 18, 15, 17, 11]])",14,14,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11, 14, 12, 18, 15, 17, 11, 14]])",12,12,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11, 14, 12, 18, 15, 17, 11, 14, 12]])",18,18,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11, 14, 12, 18, 15, 17, 11, 14, 12, 18]])",15,15,True
"tensor([[22,  1, 20,  1, 17,  0, 22,  1, 20,  1, 13,  1,  9,  1, 22,  0, 29, 30,
         26, 27, 31,  3, 22,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8, 14, 12, 18, 15, 17, 11, 14, 12, 18, 15, 17, 11, 14, 12, 18, 15]])",15,15,True
tensor([[21]]),1,0,False
"tensor([[21,  1]])",20,7,False
"tensor([[21,  1, 20]])",1,1,True
"tensor([[21,  1, 20,  1]])",19,18,False
"tensor([[21,  1, 20,  1, 19]])",0,0,True
"tensor([[21,  1, 20,  1, 19,  0]])",22,24,False
"tensor([[21,  1, 20,  1, 19,  0, 22]])",1,1,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1]])",20,20,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20]])",1,1,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1]])",21,15,False
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21]])",1,1,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1]])",6,6,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6]])",1,1,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1]])",21,21,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21]])",0,0,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0]])",29,29,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29]])",30,30,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30]])",26,26,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26]])",27,27,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27]])",31,31,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31]])",3,3,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3]])",21,21,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21]])",1,1,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1]])",9,7,False
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9]])",1,1,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1]])",21,13,False
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21]])",4,4,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4]])",0,0,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0]])",2,2,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2]])",1,1,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1]])",28,28,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28]])",32,32,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32]])",31,31,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31]])",29,29,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29]])",32,32,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32]])",31,31,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32,
         31]])",0,0,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32,
         31,  0]])",2,2,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32,
         31,  0,  2]])",1,1,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32,
         31,  0,  2,  1]])",11,11,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32,
         31,  0,  2,  1, 11]])",8,8,True
"tensor([[21,  1, 20,  1, 19,  0, 22,  1, 20,  1, 21,  1,  6,  1, 21,  0, 29, 30,
         26, 27, 31,  3, 21,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32,
         31,  0,  2,  1, 11,  8]])",10,10,True
tensor([[21]]),1,1,True
"tensor([[21,  1]])",20,20,True
"tensor([[21,  1, 20]])",1,1,True
"tensor([[21,  1, 20,  1]])",10,25,False
"tensor([[21,  1, 20,  1, 10]])",0,1,False
"tensor([[21,  1, 20,  1, 10,  0]])",24,25,False
"tensor([[21,  1, 20,  1, 10,  0, 24]])",1,1,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1]])",20,20,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20]])",1,1,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1]])",21,14,False
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21]])",1,1,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1]])",5,7,False
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5]])",1,1,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1]])",19,13,False
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19]])",0,0,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0]])",29,29,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29]])",30,30,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30]])",26,26,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26]])",27,27,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27]])",31,31,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31]])",3,3,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3]])",24,24,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24]])",4,4,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4]])",0,0,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0]])",2,2,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2]])",1,1,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1]])",28,28,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28]])",32,32,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32]])",31,31,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31]])",29,29,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29]])",32,32,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29, 32]])",31,31,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31]])",0,0,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0]])",2,2,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2]])",1,1,True
"tensor([[21,  1, 20,  1, 10,  0, 24,  1, 20,  1, 21,  1,  5,  1, 19,  0, 29, 30,
         26, 27, 31,  3, 24,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1]])",10,10,True
tensor([[25]]),1,4,False
"tensor([[25,  1]])",20,20,True
"tensor([[25,  1, 20]])",1,1,True
"tensor([[25,  1, 20,  1]])",11,24,False
"tensor([[25,  1, 20,  1, 11]])",0,0,True
"tensor([[25,  1, 20,  1, 11,  0]])",23,21,False
"tensor([[25,  1, 20,  1, 11,  0, 23]])",1,1,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1]])",20,20,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20]])",1,1,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1]])",25,11,False
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25]])",1,1,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1]])",6,7,False
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6]])",1,1,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1]])",25,17,False
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25]])",0,0,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25,  0]])",29,29,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25,  0, 29]])",30,30,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25,  0, 29, 30]])",26,26,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25,  0, 29, 30,
         26]])",27,27,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25,  0, 29, 30,
         26, 27]])",31,31,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25,  0, 29, 30,
         26, 27, 31]])",3,3,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25,  0, 29, 30,
         26, 27, 31,  3]])",23,25,False
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23]])",4,4,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4]])",0,0,True
"tensor([[25,  1, 20,  1, 11,  0, 23,  1, 20,  1, 25,  1,  6,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0]])",2,2,True
